date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:52:58	16542/16542	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20May%202019%2019:53:23%20GMT	https://webdesignakron.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=3.6.4	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout5aed.css	(from https://webdesignakron.com/)
12:52:59	6758/6758	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20May%202019%2019:53:23%20GMT	https://webdesignakron.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=3.6.4	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen5aed.css	(from https://webdesignakron.com/)
12:52:59	62586/62586	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20May%202019%2019:53:23%20GMT	https://webdesignakron.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=3.6.4	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/plugins/woocommerce/assets/css/woocommerce5aed.css	(from https://webdesignakron.com/)
12:52:59	14304/14304	---MCZ	200	added ('OK')	text/css	date:Sat,%2020%20Oct%202018%2008:45:37%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/style.css?ver=6e7726c8f44d045b13560f7605a03278	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/styleb4ce.css	(from https://webdesignakron.com/)
12:52:59	2751/2751	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Oct%202018%2011:13:01%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/css/slick3.css?ver=3.4.1	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/css/slick35589.css	(from https://webdesignakron.com/)
12:53:00	76492/76492	---MCZ	200	added ('OK')	text/css	date:Sat,%2014%20Oct%202017%2016:07:45%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/css/bootstrap.min.css?ver=3.4.1	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/css/bootstrap.min5589.css	(from https://webdesignakron.com/)
12:53:00	72515/72515	---MCZ	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202019%2016:02:17%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/css/custom-style-last.css?ver=1.0	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/css/custom-style-last5152.css	(from https://webdesignakron.com/)
12:53:00	96866/96866	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20May%202019%2019:56:21%20GMT	https://webdesignakron.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-includes/js/jquery/jquery4a5f.js	(from https://webdesignakron.com/)
12:53:00	10056/10056	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2028%20Mar%202018%2007:39:38%20GMT	https://webdesignakron.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://webdesignakron.com/)
12:53:00	5360/5360	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Jan%202019%2002:13:20%20GMT	https://webdesignakron.com/wp-content/plugins/cookie-notice/js/front.min.js?ver=1.2.46	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/plugins/cookie-notice/js/front.mine8f3.js	(from https://webdesignakron.com/)
12:53:01	315/315	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20May%202019%2019:53:13%20GMT	https://webdesignakron.com/wp-content/plugins/feed-them-social/feeds/js/powered-by.js?ver=2.6.9	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/plugins/feed-them-social/feeds/js/powered-bya19e.js	(from https://webdesignakron.com/)
12:53:01	6924/6924	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20May%202019%2019:53:13%20GMT	https://webdesignakron.com/wp-content/plugins/feed-them-social/feeds/js/fts-global.js?ver=2.6.9	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/plugins/feed-them-social/feeds/js/fts-globala19e.js	(from https://webdesignakron.com/)
12:53:05	822/822	---MC-	200	added ('OK')	text/xml	date:Sun,%2015%20Sep%202019%2007:23:05%20GMT	https://webdesignakron.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/akroon/webdesignakron.com/xmlrpc0db0.php	(from https://webdesignakron.com/)
12:53:05	566749/566749	---MC-	200	added ('OK')	application/json	date:Sun,%2015%20Sep%202019%2007:23:05%20GMT	https://webdesignakron.com/wp-json/	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-json/index.html	(from https://webdesignakron.com/)
12:53:05	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Wed,%2028%20Mar%202018%2007:39:39%20GMT	https://webdesignakron.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-includes/wlwmanifest.xml	(from https://webdesignakron.com/)
12:53:08	2419/2419	---MC-	200	added ('OK')	application/json	date:Sun,%2015%20Sep%202019%2007:23:08%20GMT	https://webdesignakron.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebdesignakron.com%2F	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-json/oembed/1.0/embed5924.json	(from https://webdesignakron.com/)
12:53:10	2518/2518	---MC-	200	added ('OK')	text/xml	date:Sun,%2015%20Sep%202019%2007:23:11%20GMT	https://webdesignakron.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebdesignakron.com%2F&format=xml	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-json/oembed/1.0/embed57ae	(from https://webdesignakron.com/)
12:53:10	124393/124393	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2015%20Sep%202019%2007:23:11%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/akroon/connect.facebook.net/en_US/fbevents.js	(from https://webdesignakron.com/)
12:53:11	786/786	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Feb%202017%2014:34:23%20GMT	https://webdesignakron.com/wp-content/uploads/2016/12/favicon.png	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/uploads/2016/12/favicon.png	(from https://webdesignakron.com/)
12:53:11	3863/3863	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Feb%202017%2014:34:23%20GMT	https://webdesignakron.com/wp-content/uploads/2016/12/logo.png	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/uploads/2016/12/logo.png	(from https://webdesignakron.com/)
12:53:11	118562/118562	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Aug%202018%2018:33:39%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/best-cleveland-web-design-company.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/best-cleveland-web-design-company.jpg	(from https://webdesignakron.com/)
12:53:12	76803/76803	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:21%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/cleveland-web-design-example.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/cleveland-web-design-example.jpg	(from https://webdesignakron.com/)
12:53:12	45670/45670	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:18%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-design-cleveland-portfolio.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-design-cleveland-portfolio.jpg	(from https://webdesignakron.com/)
12:53:12	73989/73989	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:20%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/cleveland-website-design-sample.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/cleveland-website-design-sample.jpg	(from https://webdesignakron.com/)
12:53:16	30557/30557	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:15%20GMT	https://webdesignakron.com/internships/	C:/My%20Web%20Sites/akroon/webdesignakron.com/internships/index.html	(from https://webdesignakron.com/)
12:53:16	33219/33219	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:15%20GMT	https://webdesignakron.com/about-advan-web-design/	C:/My%20Web%20Sites/akroon/webdesignakron.com/about-advan-web-design/index.html	(from https://webdesignakron.com/)
12:53:17	48275/48275	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:15%20GMT	https://webdesignakron.com/services-advan-web-design/	C:/My%20Web%20Sites/akroon/webdesignakron.com/services-advan-web-design/index.html	(from https://webdesignakron.com/)
12:53:17	74947/74947	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:23%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/cleveland-web-design-company-example.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/cleveland-web-design-company-example.jpg	(from https://webdesignakron.com/)
12:53:17	86867/86867	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:22%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/example-web-design-company-cleveland.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/example-web-design-company-cleveland.jpg	(from https://webdesignakron.com/)
12:53:17	70438/70438	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:21%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/retail-web-design-cleveland.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/retail-web-design-cleveland.jpg	(from https://webdesignakron.com/)
12:53:18	80140/80140	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:19%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/business-web-design-cleveland.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/business-web-design-cleveland.jpg	(from https://webdesignakron.com/)
12:53:19	35902/35902	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:19%20GMT	https://webdesignakron.com/website-design-company/	C:/My%20Web%20Sites/akroon/webdesignakron.com/website-design-company/index.html	(from https://webdesignakron.com/)
12:53:20	77365/77365	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:20%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-design-cleveland-companies.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-design-cleveland-companies.jpg	(from https://webdesignakron.com/)
12:53:20	32493/32493	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:20%20GMT	https://webdesignakron.com/graphic-designer/	C:/My%20Web%20Sites/akroon/webdesignakron.com/graphic-designer/index.html	(from https://webdesignakron.com/)
12:53:20	75688/75688	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:20%20GMT	https://webdesignakron.com/branding-agencies-akron-ohio/	C:/My%20Web%20Sites/akroon/webdesignakron.com/branding-agencies-akron-ohio/index.html	(from https://webdesignakron.com/)
12:53:22	80847/80847	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:20%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/ecommerce-web-design-cleveland.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/ecommerce-web-design-cleveland.jpg	(from https://webdesignakron.com/)
12:53:23	33839/33839	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:22%20GMT	https://webdesignakron.com/akron-cleveland-marketing-company/	C:/My%20Web%20Sites/akroon/webdesignakron.com/akron-cleveland-marketing-company/index.html	(from https://webdesignakron.com/)
12:53:23	81169/81169	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:23%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/industrial-web-design-ohio.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/industrial-web-design-ohio.jpg	(from https://webdesignakron.com/)
12:53:24	57097/57097	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:23%20GMT	https://webdesignakron.com/seo-service-akron-ohio/	C:/My%20Web%20Sites/akroon/webdesignakron.com/seo-service-akron-ohio/index.html	(from https://webdesignakron.com/)
12:53:24	111688/111688	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:23%20GMT	https://webdesignakron.com/our-work-advan-web-design-1/	C:/My%20Web%20Sites/akroon/webdesignakron.com/our-work-advan-web-design-1/index.html	(from https://webdesignakron.com/)
12:53:24	86289/86289	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:22%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/cleveland-web-design-companies.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/cleveland-web-design-companies.jpg	(from https://webdesignakron.com/)
12:53:24	68472/68472	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:22%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/manufacturing-web-design.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/manufacturing-web-design.jpg	(from https://webdesignakron.com/)
12:53:24	76955/76955	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:22%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/akron-web-design-company.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/akron-web-design-company.jpg	(from https://webdesignakron.com/)
12:53:25	27518/27518	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:18%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-design-akron1.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-design-akron1.jpg	(from https://webdesignakron.com/)
12:53:25	31181/31181	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:25%20GMT	https://webdesignakron.com/contact-us/	C:/My%20Web%20Sites/akroon/webdesignakron.com/contact-us/index.html	(from https://webdesignakron.com/)
12:53:25	84390/84390	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:23%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-ad-agency-cleveland.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-ad-agency-cleveland.jpg	(from https://webdesignakron.com/)
12:53:25	69529/69529	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:21%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/graphic-designer-portfolio.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/graphic-designer-portfolio.jpg	(from https://webdesignakron.com/)
12:53:25	49217/49217	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:17%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-design-portfolio.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/web-design-portfolio.jpg	(from https://webdesignakron.com/)
12:53:26	66027/66027	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:12%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/apartment-logo-design-examples.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/apartment-logo-design-examples.jpg	(from https://webdesignakron.com/)
12:53:26	25559/25559	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:15%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/business-logo-design.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/business-logo-design.jpg	(from https://webdesignakron.com/)
12:53:26	33058/33058	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:27%20GMT	https://webdesignakron.com/articles/	C:/My%20Web%20Sites/akroon/webdesignakron.com/articles/index.html	(from https://webdesignakron.com/)
12:53:26	89102/89102	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:17%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/legal-logo-design.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/legal-logo-design.jpg	(from https://webdesignakron.com/)
12:53:27	58071/58071	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:15%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/harb.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/harb.jpg	(from https://webdesignakron.com/)
12:53:27	83267/83267	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:07%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/muscle-cul.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/muscle-cul.jpg	(from https://webdesignakron.com/)
12:53:27	79508/79508	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:16%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/lakes-orange.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/lakes-orange.jpg	(from https://webdesignakron.com/)
12:53:27	55551/55551	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:16%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/nel.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/nel.jpg	(from https://webdesignakron.com/)
12:53:27	85825/85825	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:17%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/pa-logo-designer.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/pa-logo-designer.jpg	(from https://webdesignakron.com/)
12:53:28	63980/63980	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Oct%202017%2019:15:14%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/sgs-tool.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/sgs-tool.jpg	(from https://webdesignakron.com/)
12:53:28	68765/68765	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Oct%202017%2016:07:46%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/3slider1.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/3slider1.jpg	(from https://webdesignakron.com/)
12:53:28	44547/44547	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Oct%202017%2016:07:46%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/3slider2.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/3slider2.jpg	(from https://webdesignakron.com/)
12:53:28	51358/51358	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Oct%202017%2016:07:46%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/3slider3.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/main-slider/3slider3.jpg	(from https://webdesignakron.com/)
12:53:29	655/655	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202017%2016:07:46%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/icon1.png	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/icon1.png	(from https://webdesignakron.com/)
12:53:29	267/267	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202017%2016:07:46%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/icon2.png	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/icon2.png	(from https://webdesignakron.com/)
12:53:29	821/821	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202017%2016:07:46%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/icon3.png	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/icon3.png	(from https://webdesignakron.com/)
12:53:29	1051/1051	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202017%2016:07:46%20GMT	https://webdesignakron.com/wp-content/themes/WebDesignTheme/images/icon4.png	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/themes/WebDesignTheme/images/icon4.png	(from https://webdesignakron.com/)
12:53:30	94481/94481	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202017%2014:13:49%20GMT	https://webdesignakron.com/wp-content/uploads/2017/10/graphic-designer-vehicle-wraps.png	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/uploads/2017/10/graphic-designer-vehicle-wraps.png	(from https://webdesignakron.com/)
12:53:30	92261/92261	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jan%202018%2019:36:08%20GMT	https://webdesignakron.com/wp-content/uploads/2016/11/small-business-web-and-advertising-design-500.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/uploads/2016/11/small-business-web-and-advertising-design-500.jpg	(from https://webdesignakron.com/)
12:53:31	79862/79862	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jan%202018%2019:36:13%20GMT	https://webdesignakron.com/wp-content/uploads/2016/11/parts-manufacturing-website-design-500.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/uploads/2016/11/parts-manufacturing-website-design-500.jpg	(from https://webdesignakron.com/)
12:53:31	101970/101970	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jan%202018%2019:36:24%20GMT	https://webdesignakron.com/wp-content/uploads/2016/11/industrial-parts-catalog-design-500.jpg	C:/My%20Web%20Sites/akroon/webdesignakron.com/wp-content/uploads/2016/11/industrial-parts-catalog-design-500.jpg	(from https://webdesignakron.com/)
12:53:32	51242/51242	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Sep%202019%2007:23:33%20GMT	https://webdesignakron.com/creative-graphic-designers-akron-ohio/	C:/My%20Web%20Sites/akroon/webdesignakron.com/creative-graphic-designers-akron-ohio/index.html	(from https://webdesignakron.com/)
12:53:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Sep%202019%2007:23:33%20GMT	https://webdesignakron.com/our-work-advan-web-design/	C:/My%20Web%20Sites/akroon/webdesignakron.com/our-work-advan-web-design/index.html	(from https://webdesignakron.com/)
